2.230e+13,2.352e-28
2.618e+13,1.595e-28
3.168e+13,1.296e-28
4.322e+13,1.554e-28
5.229e+13,2.414e-28
6.201e+13,3.561e-28
7.578e+13,6.464e-28
9.260e+13,1.173e-27
1.098e+14,2.022e-27
1.315e+14,3.577e-27
1.544e+14,5.853e-27
1.777e+14,8.861e-27
2.128e+14,1.651e-26
2.524e+14,2.919e-26
2.904e+14,4.777e-26
3.444e+14,8.671e-26
4.002e+14,1.494e-25
4.699e+14,2.643e-25
5.685e+14,5.322e-25
7.017e+14,1.129e-24
8.156e+14,1.996e-24
9.671e+14,3.623e-24
1.102e+15,5.929e-24
1.333e+15,1.194e-23
1.503e+15,1.761e-23
1.747e+15,3.035e-23
2.179e+15,6.605e-23
2.558e+15,1.199e-22
2.973e+15,2.176e-22
3.669e+15,4.736e-22
4.265e+15,8.377e-22
5.264e+15,1.920e-21
6.498e+15,4.401e-21
7.329e+15,7.201e-21
7.941e+15,9.829e-21
