1.03015e+16,3.06678e-5,1.26000e+2,4.15443e+3
1.09255e+16,3.45330e-5,2.50000e+2,1.76842e+4
1.17373e+16,3.99181e-5,2.47000e+2,1.71029e+4
1.26046e+16,4.60217e-5,2.49000e+2,1.80374e+4
1.35355e+16,5.31950e-5,2.50000e+2,1.78386e+4
1.45311e+16,6.13439e-5,2.53000e+2,1.83934e+4
1.56005e+16,7.07450e-5,2.52000e+2,1.81380e+4
1.67523e+16,8.18149e-5,2.52000e+2,1.80842e+4
1.79831e+16,9.44005e-5,2.53000e+2,1.80011e+4
1.93193e+16,1.09162e-4,2.52000e+2,1.82753e+4
2.07372e+16,1.26170e-4,2.53000e+2,1.82899e+4
2.22565e+16,1.45779e-4,2.46000e+2,1.71309e+4
2.38971e+16,1.68598e-4,2.54000e+2,1.90307e+4
2.56565e+16,1.95182e-4,2.53000e+2,1.81819e+4
2.75458e+16,2.26147e-4,2.52000e+2,1.84047e+4
2.95528e+16,2.61937e-4,2.48000e+2,1.74339e+4
3.17341e+16,3.04346e-4,2.53000e+2,1.85656e+4
3.40440e+16,3.53249e-4,2.47000e+2,1.77938e+4
3.65100e+16,4.11053e-4,2.44000e+2,1.73515e+4
3.91912e+16,4.79764e-4,2.50000e+2,1.76601e+4
4.20044e+16,5.59516e-4,2.51000e+2,1.79820e+4
4.50458e+16,6.57567e-4,2.42000e+2,1.68280e+4
4.82438e+16,7.72969e-4,2.42000e+2,1.63428e+4
5.16730e+16,9.12433e-4,2.46000e+2,1.73031e+4
5.53466e+16,1.08336e-3,2.45000e+2,1.75745e+4
5.91396e+16,1.29344e-3,2.45000e+2,1.74573e+4
6.31835e+16,1.56064e-3,2.47000e+2,1.76084e+4
6.74771e+16,1.88049e-3,2.49000e+2,1.76861e+4
7.19025e+16,2.30061e-3,2.47000e+2,1.74729e+4
7.64205e+16,2.86373e-3,2.43000e+2,1.70073e+4
8.12320e+16,3.56125e-3,2.46000e+2,1.73690e+4
8.61740e+16,4.45298e-3,2.36000e+2,1.63960e+4
9.10869e+16,5.70986e-3,2.41000e+2,1.67096e+4
9.59721e+16,7.42932e-3,2.42000e+2,1.70103e+4
1.01091e+17,9.62138e-3,2.46000e+2,1.74056e+4
1.06837e+17,1.22991e-2,2.43000e+2,1.70233e+4
1.12095e+17,1.61671e-2,2.45000e+2,1.74587e+4
1.17089e+17,2.16308e-2,2.39000e+2,1.66337e+4
1.21907e+17,2.90612e-2,2.48000e+2,1.75087e+4
1.26636e+17,3.95254e-2,2.53000e+2,1.82287e+4
1.30735e+17,5.41040e-2,2.50000e+2,1.78970e+4
1.35544e+17,7.37857e-2,2.44000e+2,1.71959e+4
1.41082e+17,9.93193e-2,2.48000e+2,1.77232e+4
1.47490e+17,1.32492e-1,2.46000e+2,1.72360e+4
1.54832e+17,1.74561e-1,2.43000e+2,1.72988e+4
1.63313e+17,2.24495e-1,2.31000e+2,1.57482e+4
1.73008e+17,2.84174e-1,2.44000e+2,1.75594e+4
1.83793e+17,3.49312e-1,2.08000e+2,1.56551e+4
1.97400e+17,4.38715e-1,1.42000e+2,7.94531e+3
2.10858e+17,4.89641e-1,2.54000e+2,1.82789e+4
2.27068e+17,5.45912e-1,2.53000e+2,1.87850e+4
2.44761e+17,6.09328e-1,2.53000e+2,1.78521e+4
2.62479e+17,7.07896e-1,2.49000e+2,1.79792e+4
2.79275e+17,8.27896e-1,1.90000e+2,8.41118e+3
