4.2880319034e-1,3.9913794718e+1
4.3064824737e-1,3.5615219538e+1
4.3284474384e-1,3.1605509582e+1
4.3530481989e-1,2.7909494301e+1
4.3829205508e-1,2.4512822802e+1
4.4189430929e-1,2.1417299951e+1
4.4602372266e-1,1.8599022268e+1
4.5094387475e-1,1.6064284775e+1
4.5683048528e-1,1.3790988859e+1
4.6377141413e-1,1.1764299394e+1
4.7185452113e-1,9.9752800866e+0
4.8151910560e-1,8.4116490387e+0
4.9276516752e-1,7.0417110260e+0
5.0629558577e-1,5.8584226655e+0
5.2211036035e-1,4.8406538077e+0
5.4082451026e-1,3.9741416020e+0
5.6305305453e-1,3.2426862672e+0
5.8914743258e-1,2.6200071802e+0
6.2007410287e-1,2.1014380996e+0
6.5662380411e-1,1.6589815775e+0
6.6663982801e-1,1.5619589753e+0
